"","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa"
"22882",34679,"Morera","31/03/2011 09:59","Alto (> 8 mts)",90,"Grande",-68.84947,-32.87633,6,"Residencial Norte",2694682,0
"22884",34681,"Morera","31/03/2011 10:05","Alto (> 8 mts)",85,"Grande",-68.84949,-32.87642,6,"Residencial Norte",2694682,1
"22886",34683,"Morera","31/03/2011 10:10","Alto (> 8 mts)",160,"Grande",-68.84955,-32.87658,6,"Residencial Norte",2694682,1
"22888",34685,"Morera","31/03/2011 10:27","Alto (> 8 mts)",180,"Grande",-68.84958,-32.87671,6,"Residencial Norte",2694682,0
"22889",34686,"Morera","31/03/2011 10:28","Alto (> 8 mts)",179,"Grande",-68.84959,-32.87675,6,"Residencial Norte",2694682,0
"22890",34688,"Morera","31/03/2011 11:11","Alto (> 8 mts)",190,"Grande",-68.84961,-32.87689,6,"Residencial Norte",2694682,0
"22891",34691,"Morera","31/03/2011 11:16","Alto (> 8 mts)",132,"Grande",-68.84968,-32.8771,6,"Residencial Norte",2694682,0
"22892",34693,"Morera","01/04/2011 14:01","Alto (> 8 mts)",190,"Grande",-68.84979,-32.87718,6,"Residencial Norte",2694682,0
"22893",34694,"Morera","01/04/2011 14:00","Muy bajo (1 - 2 mts)",25,"Mediano",-68.84998,-32.87715,6,"Residencial Norte",2694682,0
"22895",34699,"Morera","01/04/2011 13:53","Alto (> 8 mts)",160,"Grande",-68.85037,-32.87706,6,"Residencial Norte",2694682,0
"22896",34700,"Morera","01/04/2011 13:51","Alto (> 8 mts)",195,"Grande",-68.85049,-32.87705,6,"Residencial Norte",2694682,0
"22897",34702,"Morera","01/04/2011 13:48","Alto (> 8 mts)",160,"Grande",-68.85063,-32.87702,6,"Residencial Norte",2694682,0
"22898",34703,"Morera","01/04/2011 13:46","Alto (> 8 mts)",150,"Grande",-68.85073,-32.87701,6,"Residencial Norte",2694682,0
"22899",34704,"Morera","01/04/2011 13:45","Alto (> 8 mts)",190,"Grande",-68.8508,-32.87699,6,"Residencial Norte",2694682,0
"22900",34705,"Fresno europeo","01/04/2011 12:07","Alto (> 8 mts)",180,"Grande",-68.84987,-32.87729,6,"Residencial Norte",2694682,0
"22901",34706,"Morera","01/04/2011 12:04","Alto (> 8 mts)",160,"Grande",-68.84995,-32.87728,6,"Residencial Norte",2694682,0
"22902",34708,"Morera","01/04/2011 11:44","Alto (> 8 mts)",220,"Grande",-68.85029,-32.87721,6,"Residencial Norte",2694682,0
"22903",34709,"Caducifolio","01/04/2011 11:41","Bajo (2 - 4 mts)",40,"Mediano",-68.85047,-32.87718,6,"Residencial Norte",2694682,0
"22904",34710,"Morera","01/04/2011 11:38","Alto (> 8 mts)",120,"Grande",-68.85052,-32.87717,6,"Residencial Norte",2694682,0
"22905",34711,"Morera","01/04/2011 11:35","Medio (4 - 8 mts)",50,"Mediano",-68.85057,-32.87716,6,"Residencial Norte",2694682,1
"22906",34712,"Morera","01/04/2011 11:30","Alto (> 8 mts)",170,"Grande",-68.85066,-32.87714,6,"Residencial Norte",2694682,0
"22907",34713,"Morera","01/04/2011 11:28","Medio (4 - 8 mts)",150,"Grande",-68.85073,-32.87713,6,"Residencial Norte",2694682,0
"22908",34714,"Morera","01/04/2011 11:26","Medio (4 - 8 mts)",60,"Mediano",-68.8508,-32.87712,6,"Residencial Norte",2694682,1
"22909",34715,"Paraiso sombrilla","31/03/2011 13:27","Alto (> 8 mts)",160,"Grande",-68.85089,-32.87715,6,"Residencial Norte",2694682,0
"22910",34717,"Morera","31/03/2011 13:23","Alto (> 8 mts)",120,"Grande",-68.85092,-32.87728,6,"Residencial Norte",2694682,0
"22912",34720,"Morera","31/03/2011 13:17","Alto (> 8 mts)",130,"Grande",-68.85095,-32.87742,6,"Residencial Norte",2694682,0
"22914",34725,"Morera","31/03/2011 13:02","Medio (4 - 8 mts)",120,"Grande",-68.85104,-32.87776,6,"Residencial Norte",2694682,0
"22915",34726,"Morera","31/03/2011 12:54","Medio (4 - 8 mts)",88,"Grande",-68.85105,-32.87781,6,"Residencial Norte",2694682,1
"22916",34727,"Fresno europeo","31/03/2011 12:51","Alto (> 8 mts)",110,"Grande",-68.85107,-32.87788,6,"Residencial Norte",2694682,0
"22917",34728,"Morera","31/03/2011 12:50","Alto (> 8 mts)",160,"Grande",-68.85109,-32.87796,6,"Residencial Norte",2694682,0
"22918",34729,"Morera","31/03/2011 12:48","Medio (4 - 8 mts)",140,"Grande",-68.8511,-32.87802,6,"Residencial Norte",2694682,1
"22920",34736,"Morera","31/03/2011 12:34","Medio (4 - 8 mts)",130,"Grande",-68.85047,-32.87817,6,"Residencial Norte",2694682,0
"22921",34738,"Acacia SP","31/03/2011 12:30","Bajo (2 - 4 mts)",32,"Mediano",-68.85032,-32.87819,6,"Residencial Norte",2694682,0
"22922",34739,"Ligustro","31/03/2011 12:29","Bajo (2 - 4 mts)",40,"Mediano",-68.85026,-32.87821,6,"Residencial Norte",2694682,0
"22923",34740,"Pltano","31/03/2011 12:27","Alto (> 8 mts)",280,"Grande",-68.8502,-32.87821,6,"Residencial Norte",2694682,0
"22924",34741,"Acacia SP","30/03/2011 13:08","Medio (4 - 8 mts)",82,"Grande",-68.85058,-32.87913,6,"Residencial Norte",2694682,0
"22925",34743,"Fresno europeo","30/03/2011 13:06","Alto (> 8 mts)",80,"Grande",-68.85054,-32.87903,6,"Residencial Norte",2694682,0
"22926",34744,"Morera","30/03/2011 13:04","Alto (> 8 mts)",77,"Grande",-68.85053,-32.879,6,"Residencial Norte",2694682,1
"22927",34746,"Fresno europeo","30/03/2011 12:56","Alto (> 8 mts)",92,"Grande",-68.85045,-32.87881,6,"Residencial Norte",2694682,0
"22928",34747,"Fresno americano","30/03/2011 12:52","Alto (> 8 mts)",107,"Grande",-68.85037,-32.87865,6,"Residencial Norte",2694682,0
"22929",34748,"Fresno americano","30/03/2011 12:50","Alto (> 8 mts)",120,"Grande",-68.85035,-32.8786,6,"Residencial Norte",2694682,0
"22932",34752,"Pltano","30/03/2011 12:11","Alto (> 8 mts)",290,"Grande",-68.85031,-32.87831,6,"Residencial Norte",2694682,0
"22935",34755,"Pltano","30/03/2011 12:06","Alto (> 8 mts)",180,"Grande",-68.85055,-32.87827,6,"Residencial Norte",2694682,0
"22936",34758,"Morera","30/03/2011 10:57","Alto (> 8 mts)",160,"Grande",-68.85086,-32.87821,6,"Residencial Norte",2694682,0
"22938",34763,"Fresno europeo","30/03/2011 10:37","Muy bajo (1 - 2 mts)",4,"Chico",-68.85119,-32.87831,6,"Residencial Norte",2694682,0
"22939",34764,"Fresno europeo","30/03/2011 10:36","Alto (> 8 mts)",170,"Grande",-68.85121,-32.87838,6,"Residencial Norte",2694682,0
"22942",34767,"Morera","30/03/2011 10:30","Alto (> 8 mts)",146,"Grande",-68.85125,-32.87855,6,"Residencial Norte",2694682,1
"22943",34771,"Fresno europeo","30/03/2011 10:13","Alto (> 8 mts)",85,"Grande",-68.85131,-32.87877,6,"Residencial Norte",2694682,0
"22944",34772,"Fresno europeo","30/03/2011 10:10","Bajo (2 - 4 mts)",60,"Mediano",-68.85133,-32.87885,6,"Residencial Norte",2694682,0
"22945",34773,"Paraiso","30/03/2011 10:08","Medio (4 - 8 mts)",70,"Grande",-68.85134,-32.87888,6,"Residencial Norte",2694682,0
"22946",34776,"Fresno europeo","30/03/2011 09:58","Alto (> 8 mts)",76,"Grande",-68.85139,-32.87905,6,"Residencial Norte",2694682,1
"22947",34777,"Morera","30/03/2011 09:53","Alto (> 8 mts)",125,"Grande",-68.85134,-32.87911,6,"Residencial Norte",2694682,1
"22948",34778,"Caducifolio","30/03/2011 09:51","Medio (4 - 8 mts)",40,"Mediano",-68.85129,-32.87912,6,"Residencial Norte",2694682,0
"22949",34780,"Morera","30/03/2011 09:46","Alto (> 8 mts)",180,"Grande",-68.85112,-32.87914,6,"Residencial Norte",2694682,0
"22951",34784,"Perenne","29/03/2011 12:57","Alto (> 8 mts)",50,"Mediano",-68.85085,-32.87919,6,"Residencial Norte",2694682,0
"22952",34785,"Morera","29/03/2011 12:55","Alto (> 8 mts)",117,"Grande",-68.85079,-32.87921,6,"Residencial Norte",2694682,0
"22953",34786,"Morera","29/03/2011 12:48","Alto (> 8 mts)",77,"Grande",-68.85072,-32.87922,6,"Residencial Norte",2694682,0
"22954",34787,"Morera","30/03/2011 10:03","Alto (> 8 mts)",160,"Grande",-68.85095,-32.87691,6,"Residencial Norte",2694682,0
"22955",34790,"Morera","30/03/2011 10:08","Alto (> 8 mts)",126,"Grande",-68.85091,-32.87672,6,"Residencial Norte",2694682,0
"22956",34791,"Morera","30/03/2011 10:09","Alto (> 8 mts)",115,"Grande",-68.8509,-32.87666,6,"Residencial Norte",2694682,0
"22958",34793,"Morera","30/03/2011 10:12","Alto (> 8 mts)",120,"Grande",-68.85086,-32.87654,6,"Residencial Norte",2694682,0
"22959",34794,"Morera","30/03/2011 10:14","Alto (> 8 mts)",180,"Grande",-68.85084,-32.87647,6,"Residencial Norte",2694682,0
"22961",34798,"Morera","30/03/2011 10:21","Alto (> 8 mts)",140,"Grande",-68.85077,-32.87619,6,"Residencial Norte",2694682,0
"22962",34799,"Morera","30/03/2011 10:22","Medio (4 - 8 mts)",50,"Mediano",-68.85075,-32.8761,6,"Residencial Norte",2694682,0
"22963",34800,"Morera","30/03/2011 10:24","Alto (> 8 mts)",180,"Grande",-68.85074,-32.87607,6,"Residencial Norte",2694682,0
"22964",34801,"Morera","30/03/2011 10:30","Alto (> 8 mts)",160,"Grande",-68.85086,-32.87599,6,"Residencial Norte",2694682,0
"22965",34803,"Olmo bola","30/03/2011 10:35","Alto (> 8 mts)",136,"Grande",-68.85105,-32.87596,6,"Residencial Norte",2694682,0
"22966",34804,"Morera","30/03/2011 12:58","Alto (> 8 mts)",160,"Grande",-68.85114,-32.87594,6,"Residencial Norte",2694682,0
"22967",34805,"Morera","30/03/2011 13:02","Alto (> 8 mts)",130,"Grande",-68.85125,-32.87592,6,"Residencial Norte",2694682,0
"22968",34806,"Morera","30/03/2011 13:03","Alto (> 8 mts)",180,"Grande",-68.85131,-32.87591,6,"Residencial Norte",2694682,0
"22969",34809,"Morera","30/03/2011 13:10","Alto (> 8 mts)",170,"Grande",-68.85153,-32.87588,6,"Residencial Norte",2694682,0
"22970",34811,"Morera","30/03/2011 13:33","Alto (> 8 mts)",150,"Grande",-68.8517,-32.87584,6,"Residencial Norte",2694682,0
"22971",34812,"Morera","30/03/2011 13:37","Alto (> 8 mts)",158,"Grande",-68.85174,-32.87583,6,"Residencial Norte",2694682,0
"22972",34813,"Morera","30/03/2011 13:41","Alto (> 8 mts)",145,"Grande",-68.85182,-32.87582,6,"Residencial Norte",2694682,0
"22973",34814,"Morera","30/03/2011 13:44","Alto (> 8 mts)",165,"Grande",-68.85191,-32.8758,6,"Residencial Norte",2694682,0
"22974",34817,"Morera","30/03/2011 13:49","Alto (> 8 mts)",140,"Grande",-68.85219,-32.87575,6,"Residencial Norte",2694682,0
"22975",34819,"Morera","29/03/2011 12:20","Bajo (2 - 4 mts)",18,"Chico",-68.85235,-32.8758,6,"Residencial Norte",2694682,0
"22977",34821,"Morera","29/03/2011 12:22","Alto (> 8 mts)",140,"Grande",-68.85238,-32.8759,6,"Residencial Norte",2694682,0
"22978",34822,"Morera","29/03/2011 12:25","Alto (> 8 mts)",153,"Grande",-68.85239,-32.87597,6,"Residencial Norte",2694682,1
"22979",34824,"Morera","29/03/2011 12:27","Alto (> 8 mts)",160,"Grande",-68.85243,-32.87612,6,"Residencial Norte",2694682,0
"22980",34827,"Morera","29/03/2011 12:59","Alto (> 8 mts)",120,"Grande",-68.85249,-32.87633,6,"Residencial Norte",2694682,0
"22981",34829,"Morera","29/03/2011 13:02","Alto (> 8 mts)",157,"Grande",-68.85253,-32.87646,6,"Residencial Norte",2694682,0
"22984",34832,"Pltano","29/03/2011 13:14","Alto (> 8 mts)",230,"Grande",-68.85254,-32.87666,6,"Residencial Norte",2694682,0
"22985",34833,"Fresno europeo","29/03/2011 13:31","Alto (> 8 mts)",115,"Grande",-68.85235,-32.8767,6,"Residencial Norte",2694682,0
"22986",34834,"Morera","30/03/2011 09:28","Alto (> 8 mts)",150,"Grande",-68.85232,-32.8767,6,"Residencial Norte",2694682,0
"22987",34835,"Acer","30/03/2011 09:29","Medio (4 - 8 mts)",46,"Mediano",-68.85223,-32.87672,6,"Residencial Norte",2694682,0
"22989",34837,"Paraiso","30/03/2011 09:33","Alto (> 8 mts)",160,"Grande",-68.85212,-32.87674,6,"Residencial Norte",2694682,0
"22990",34838,"Prunas","30/03/2011 09:34","Medio (4 - 8 mts)",35,"Mediano",-68.85203,-32.87676,6,"Residencial Norte",2694682,0
"22991",34839,"Fresno europeo","30/03/2011 09:35","Muy bajo (1 - 2 mts)",5,"Chico",-68.85195,-32.87677,6,"Residencial Norte",2694682,0
"22993",34841,"Pltano","30/03/2011 09:41","Alto (> 8 mts)",205,"Grande",-68.85177,-32.87681,6,"Residencial Norte",2694682,0
"22994",34842,"Pltano","30/03/2011 09:46","Alto (> 8 mts)",195,"Grande",-68.85169,-32.87683,6,"Residencial Norte",2694682,0
"22995",34843,"Fresno europeo","30/03/2011 09:48","Muy bajo (1 - 2 mts)",3,"Chico",-68.8516,-32.87684,6,"Residencial Norte",2694682,0
"22996",34844,"Pltano","30/03/2011 09:49","Alto (> 8 mts)",199,"Grande",-68.85154,-32.87686,6,"Residencial Norte",2694682,0
"22997",34845,"Ailanthus","30/03/2011 09:50","Medio (4 - 8 mts)",25,"Mediano",-68.85143,-32.87687,6,"Residencial Norte",2694682,0
"22998",34846,"Ailanthus","30/03/2011 09:52","Medio (4 - 8 mts)",40,"Mediano",-68.85136,-32.87688,6,"Residencial Norte",2694682,0
"22999",34848,"Fresno europeo","30/03/2011 09:57","Alto (> 8 mts)",197,"Grande",-68.85121,-32.87692,6,"Residencial Norte",2694682,0
"23001",34850,"Morera","30/03/2011 10:01","Alto (> 8 mts)",80,"Grande",-68.85105,-32.87694,6,"Residencial Norte",2694682,0
"23002",34851,"Morera","29/03/2011 10:30","Alto (> 8 mts)",76,"Grande",-68.85159,-32.88016,1,"Parque Central",1655358,0
"23003",34855,"Fresno americano","29/03/2011 10:13","Medio (4 - 8 mts)",72,"Grande",-68.85107,-32.88023,1,"Parque Central",1655358,0
"23004",34857,"Fresno americano","29/03/2011 11:05","Medio (4 - 8 mts)",68,"Grande",-68.85089,-32.87985,1,"Parque Central",1655358,0
"23005",34858,"Ligustro","29/03/2011 11:10","Medio (4 - 8 mts)",68,"Grande",-68.85085,-32.87972,1,"Parque Central",1655358,0
"23006",34859,"Morera","29/03/2011 11:12","Alto (> 8 mts)",98,"Grande",-68.85077,-32.87956,1,"Parque Central",1655358,0
"23007",34863,"Morera","29/03/2011 12:41","Alto (> 8 mts)",110,"Grande",-68.85097,-32.87929,6,"Residencial Norte",2694682,0
"23010",34868,"Morera","29/03/2011 10:52","Medio (4 - 8 mts)",48,"Mediano",-68.85147,-32.87932,6,"Residencial Norte",2694682,0
"23011",34871,"Fresno europeo","29/03/2011 10:48","Alto (> 8 mts)",62,"Grande",-68.85152,-32.87953,6,"Residencial Norte",2694682,0
"23012",34872,"Fresno europeo","29/03/2011 10:46","Muy bajo (1 - 2 mts)",10,"Chico",-68.85154,-32.8796,6,"Residencial Norte",2694682,0
"23013",34874,"Fresno europeo","29/03/2011 10:39","Medio (4 - 8 mts)",52,"Mediano",-68.85161,-32.87986,6,"Residencial Norte",2694682,0
"23014",34875,"Fresno europeo","29/03/2011 10:36","Bajo (2 - 4 mts)",32,"Mediano",-68.85162,-32.87993,6,"Residencial Norte",2694682,0
"23016",34877,"Morera","29/03/2011 10:33","Bajo (2 - 4 mts)",32,"Mediano",-68.85166,-32.88005,6,"Residencial Norte",2694682,1
"23018",34879,"Perenne","29/03/2011 12:44","Alto (> 8 mts)",70,"Grande",-68.85115,-32.88044,1,"Parque Central",1655358,0
"23019",34880,"Fresno europeo","29/03/2011 12:42","Alto (> 8 mts)",47,"Mediano",-68.85118,-32.88051,1,"Parque Central",1655358,0
"23021",34886,"Ailanthus","29/03/2011 10:48","Alto (> 8 mts)",88,"Grande",-68.85131,-32.88112,1,"Parque Central",1655358,0
"23023",34893,"Pltano","29/03/2011 10:22","Alto (> 8 mts)",147,"Grande",-68.85159,-32.88147,1,"Parque Central",1655358,0
"23024",34894,"Morera","29/03/2011 10:18","Alto (> 8 mts)",190,"Grande",-68.85166,-32.88146,1,"Parque Central",1655358,1
"23025",34896,"Pltano","29/03/2011 10:13","Alto (> 8 mts)",138,"Grande",-68.8518,-32.88143,1,"Parque Central",1655358,0
"23026",34897,"Pltano","29/03/2011 10:11","Alto (> 8 mts)",170,"Grande",-68.8519,-32.88141,1,"Parque Central",1655358,0
"23027",34898,"Fresno europeo","29/03/2011 10:09","Alto (> 8 mts)",110,"Grande",-68.85194,-32.8814,1,"Parque Central",1655358,0
"23028",34900,"Fresno europeo","29/03/2011 10:03","Alto (> 8 mts)",87,"Grande",-68.85198,-32.88128,1,"Parque Central",1655358,0
"23029",34902,"Fresno europeo","29/03/2011 09:56","Medio (4 - 8 mts)",22,"Mediano",-68.85192,-32.88108,1,"Parque Central",1655358,0
"23030",34903,"Fresno europeo","29/03/2011 09:50","Alto (> 8 mts)",90,"Grande",-68.85188,-32.88093,1,"Parque Central",1655358,0
"23031",34904,"Fresno europeo","29/03/2011 09:48","Medio (4 - 8 mts)",24,"Mediano",-68.85186,-32.88085,1,"Parque Central",1655358,0
"23032",34905,"Pltano","28/03/2011 12:38","Alto (> 8 mts)",195,"Grande",-68.85184,-32.88077,1,"Parque Central",1655358,0
"23035",34908,"Morera","28/03/2011 12:28","Alto (> 8 mts)",138,"Grande",-68.85179,-32.88053,1,"Parque Central",1655358,0
"23037",34911,"Paraiso","28/03/2011 12:23","Medio (4 - 8 mts)",70,"Grande",-68.85174,-32.88037,1,"Parque Central",1655358,0
"23038",34912,"Fresno europeo","28/03/2011 12:21","Alto (> 8 mts)",106,"Grande",-68.85172,-32.88031,1,"Parque Central",1655358,0
"23039",34917,"Fresno europeo","28/03/2011 12:09","Alto (> 8 mts)",60,"Mediano",-68.85132,-32.88035,1,"Parque Central",1655358,0
"23041",34921,"Perenne","06/04/2011 10:55","Alto (> 8 mts)",250,"Grande",-68.85654,-32.88046,7,"Residencial Parque",1786336,0
"23043",34924,"Fresno americano","06/04/2011 10:46","Bajo (2 - 4 mts)",64,"Grande",-68.85647,-32.88026,7,"Residencial Parque",1786336,0
"23044",34926,"Fresno europeo","06/04/2011 10:43","Medio (4 - 8 mts)",68,"Grande",-68.85645,-32.88015,7,"Residencial Parque",1786336,0
"23046",34928,"Morera","06/04/2011 10:21","Alto (> 8 mts)",79,"Grande",-68.85642,-32.88003,7,"Residencial Parque",1786336,0
"23047",34929,"Morera","06/04/2011 10:19","Alto (> 8 mts)",130,"Grande",-68.8564,-32.87995,7,"Residencial Parque",1786336,0
"23049",34931,"Fresno europeo","06/04/2011 10:13","Medio (4 - 8 mts)",74,"Grande",-68.85634,-32.87974,7,"Residencial Parque",1786336,0
"23050",34933,"Morera","06/04/2011 10:09","Alto (> 8 mts)",104,"Grande",-68.8563,-32.87956,6,"Residencial Norte",2694682,0
"23052",34940,"Fresno europeo","04/04/2011 12:21","Medio (4 - 8 mts)",70,"Grande",-68.85663,-32.87934,7,"Residencial Parque",1786336,0
"23053",34941,"Fresno europeo","04/04/2011 12:20","Muy bajo (1 - 2 mts)",10,"Chico",-68.85672,-32.87933,7,"Residencial Parque",1786336,0
"23054",34944,"Fresno europeo","04/04/2011 12:16","Alto (> 8 mts)",70,"Grande",-68.85706,-32.87927,7,"Residencial Parque",1786336,0
"23057",34948,"Morera","04/04/2011 12:08","Alto (> 8 mts)",130,"Grande",-68.8572,-32.8795,7,"Residencial Parque",1786336,1
"23058",34949,"Morera","04/04/2011 12:07","Alto (> 8 mts)",150,"Grande",-68.85723,-32.87959,7,"Residencial Parque",1786336,0
"23059",34950,"Morera","04/04/2011 12:04","Alto (> 8 mts)",150,"Grande",-68.85727,-32.87969,7,"Residencial Parque",1786336,0
"23062",34954,"Morera","04/04/2011 11:54","Alto (> 8 mts)",150,"Grande",-68.85736,-32.87989,7,"Residencial Parque",1786336,0
"23064",34956,"Morera","04/04/2011 11:51","Medio (4 - 8 mts)",65,"Grande",-68.85743,-32.88005,7,"Residencial Parque",1786336,0
"23065",34957,"Fresno europeo","04/04/2011 11:50","Alto (> 8 mts)",85,"Grande",-68.85746,-32.88012,7,"Residencial Parque",1786336,0
"23066",34958,"Fresno europeo","04/04/2011 11:49","Alto (> 8 mts)",125,"Grande",-68.85749,-32.8802,7,"Residencial Parque",1786336,0
"23067",34962,"Morera","04/04/2011 10:29","Alto (> 8 mts)",130,"Grande",-68.85732,-32.88038,7,"Residencial Parque",1786336,0
"23068",34964,"Fresno europeo","04/04/2011 10:25","Bajo (2 - 4 mts)",25,"Mediano",-68.85714,-32.88042,7,"Residencial Parque",1786336,0
"23069",34966,"Fresno europeo","04/04/2011 10:23","Alto (> 8 mts)",100,"Grande",-68.85696,-32.88045,7,"Residencial Parque",1786336,0
"23070",34968,"Morera","04/04/2011 10:15","Alto (> 8 mts)",90,"Grande",-68.85674,-32.88049,7,"Residencial Parque",1786336,0
"23071",34969,"Perenne","04/04/2011 10:09","Medio (4 - 8 mts)",320,"Grande",-68.85666,-32.88052,7,"Residencial Parque",1786336,0
"23072",34973,"Morera","04/04/2011 10:26","Alto (> 8 mts)",130,"Grande",-68.85618,-32.88061,7,"Residencial Parque",1786336,0
"23073",34974,"Morera","04/04/2011 10:23","Alto (> 8 mts)",112,"Grande",-68.8561,-32.88062,7,"Residencial Parque",1786336,0
"23074",34976,"Pltano","04/04/2011 10:19","Alto (> 8 mts)",127,"Grande",-68.85593,-32.88065,6,"Residencial Norte",2694682,0
"23077",34979,"Morera","04/04/2011 10:09","Alto (> 8 mts)",125,"Grande",-68.8556,-32.88073,6,"Residencial Norte",2694682,0
"23078",34980,"Pltano","04/04/2011 10:07","Medio (4 - 8 mts)",137,"Grande",-68.85553,-32.88074,6,"Residencial Norte",2694682,0
"23079",34982,"Morera","04/04/2011 10:00","Alto (> 8 mts)",100,"Grande",-68.85539,-32.88072,6,"Residencial Norte",2694682,0
"23080",34987,"Fresno europeo","31/03/2011 13:02","Alto (> 8 mts)",83,"Grande",-68.8553,-32.88038,6,"Residencial Norte",2694682,0
"23081",34988,"Morera","31/03/2011 12:57","Alto (> 8 mts)",185,"Grande",-68.85528,-32.88029,6,"Residencial Norte",2694682,0
"23082",34990,"Paraiso","31/03/2011 12:53","Medio (4 - 8 mts)",90,"Grande",-68.85526,-32.88019,6,"Residencial Norte",2694682,1
"23083",34993,"Fresno europeo","31/03/2011 12:39","Alto (> 8 mts)",98,"Grande",-68.85517,-32.87988,6,"Residencial Norte",2694682,1
"23084",34996,"Fresno europeo","31/03/2011 10:44","Alto (> 8 mts)",87,"Grande",-68.85512,-32.87968,6,"Residencial Norte",2694682,0
"23085",34997,"Fresno europeo","31/03/2011 10:39","Bajo (2 - 4 mts)",65,"Grande",-68.8552,-32.87962,6,"Residencial Norte",2694682,0
"23086",34998,"Fresno europeo","31/03/2011 10:37","Medio (4 - 8 mts)",55,"Mediano",-68.85526,-32.8796,6,"Residencial Norte",2694682,0
"23087",35003,"Fresno americano","31/03/2011 10:18","Bajo (2 - 4 mts)",76,"Grande",-68.8557,-32.87952,6,"Residencial Norte",2694682,0
"23088",35005,"Paraiso","31/03/2011 10:11","Alto (> 8 mts)",160,"Grande",-68.85586,-32.87949,6,"Residencial Norte",2694682,0
"23089",35006,"Fresno americano","31/03/2011 10:09","Medio (4 - 8 mts)",40,"Mediano",-68.85591,-32.87948,6,"Residencial Norte",2694682,0
"23090",35007,"Morera","31/03/2011 10:07","Alto (> 8 mts)",175,"Grande",-68.85601,-32.87946,6,"Residencial Norte",2694682,0
"23091",35008,"Olmo bola","31/03/2011 10:06","Alto (> 8 mts)",93,"Grande",-68.85606,-32.87945,6,"Residencial Norte",2694682,0
"23092",35010,"Morera","31/03/2011 10:02","Alto (> 8 mts)",113,"Grande",-68.85615,-32.87957,6,"Residencial Norte",2694682,1
"23093",35012,"Pltano","31/03/2011 09:52","Alto (> 8 mts)",170,"Grande",-68.8562,-32.87977,6,"Residencial Norte",2694682,0
"23095",35014,"Morera","31/03/2011 09:47","Alto (> 8 mts)",180,"Grande",-68.85624,-32.87993,6,"Residencial Norte",2694682,0
"23096",35015,"Morera","31/03/2011 09:43","Alto (> 8 mts)",112,"Grande",-68.85626,-32.88001,7,"Residencial Parque",1786336,0
"23097",35016,"Morera","31/03/2011 09:41","Alto (> 8 mts)",132,"Grande",-68.85628,-32.88009,7,"Residencial Parque",1786336,1
"23098",35017,"Morera","31/03/2011 09:40","Alto (> 8 mts)",120,"Grande",-68.8563,-32.88016,7,"Residencial Parque",1786336,0
"23099",35018,"Morera","31/03/2011 09:37","Alto (> 8 mts)",106,"Grande",-68.85632,-32.88024,7,"Residencial Parque",1786336,1
"23100",35019,"Pltano","31/03/2011 09:33","Alto (> 8 mts)",143,"Grande",-68.85635,-32.88033,7,"Residencial Parque",1786336,0
"23101",35021,"Paraiso","31/03/2011 09:23","Alto (> 8 mts)",116,"Grande",-68.8564,-32.88053,7,"Residencial Parque",1786336,0
"23102",35022,"Pltano","23/03/2011 10:14","Alto (> 8 mts)",198,"Grande",-68.85521,-32.88079,6,"Residencial Norte",2694682,0
"23103",35024,"Aguaribay","23/03/2011 10:09","Alto (> 8 mts)",300,"Grande",-68.85507,-32.88081,6,"Residencial Norte",2694682,0
"23104",35026,"Morera","23/03/2011 09:57","Medio (4 - 8 mts)",71,"Grande",-68.85497,-32.88083,6,"Residencial Norte",2694682,1
"23105",35028,"Pltano","23/03/2011 09:53","Alto (> 8 mts)",140,"Grande",-68.85481,-32.88086,6,"Residencial Norte",2694682,0
"23108",35032,"Fresno europeo","23/03/2011 09:40","Muy bajo (1 - 2 mts)",3,"Chico",-68.85435,-32.88094,6,"Residencial Norte",2694682,0
"23109",35034,"Fresno europeo","23/03/2011 09:36","Alto (> 8 mts)",118,"Grande",-68.85416,-32.88098,6,"Residencial Norte",2694682,0
"23110",35036,"Morera","23/03/2011 09:30","Alto (> 8 mts)",93,"Grande",-68.85401,-32.88102,6,"Residencial Norte",2694682,0
"23111",35038,"Jacarand","22/03/2011 13:41","Medio (4 - 8 mts)",42,"Mediano",-68.85386,-32.88097,6,"Residencial Norte",2694682,0
"23112",35040,"Fresno europeo","22/03/2011 13:35","Alto (> 8 mts)",93,"Grande",-68.85383,-32.88086,6,"Residencial Norte",2694682,0
"23113",35041,"Paraiso","22/03/2011 13:33","Medio (4 - 8 mts)",76,"Grande",-68.85382,-32.88081,6,"Residencial Norte",2694682,0
"23114",35043,"Morera","22/03/2011 13:30","Alto (> 8 mts)",156,"Grande",-68.85378,-32.88072,6,"Residencial Norte",2694682,0
"23116",35046,"Morera","22/03/2011 13:22","Alto (> 8 mts)",100,"Grande",-68.85373,-32.88052,6,"Residencial Norte",2694682,1
"23117",35047,"Morera","22/03/2011 13:21","Alto (> 8 mts)",115,"Grande",-68.85372,-32.88048,6,"Residencial Norte",2694682,1
"23118",35048,"Morera","22/03/2011 13:12","Alto (> 8 mts)",150,"Grande",-68.85367,-32.88026,6,"Residencial Norte",2694682,1
"23119",35050,"Fresno americano","22/03/2011 13:07","Alto (> 8 mts)",60,"Mediano",-68.85364,-32.88016,6,"Residencial Norte",2694682,0
